ARA,ASSET,ATO,ROA,GROWTH,LEV,SHARE,ST
0.192309634,19.85604835,0.0052,0.087709802,-0.950727316,0.445880057,26.89,0
0.220119957,20.91086312,0.0056,0.016820383,-0.942656324,0.398686374,39.62,0
0.325291689,19.35262341,0.0166,0.042468332,-0.937440417,0.303348107,26.46,0
0.025728678,21.43892774,0.0028,0.01815163,-0.852995319,0.758250185,60.16,0
0.533590893,21.61333919,0.2552,0.004146607,-0.816703929,0.726875299,54.24,1
0.061275206,21.04117011,0.1248,0.051080619,-0.810288401,0.401750312,57.14,0
0.441471658,20.51675708,0.0785,0.060003237,-0.801490036,0.422824133,29,0
0.213081404,20.61706383,0.0606,0.029295059,-0.755937539,0.559262963,29.82,0
0.416292804,20.51603545,0.4747,0.090225874,-0.726220637,0.569279399,36.15,1
0.010403584,21.37770103,0.0643,0.061089344,-0.679994785,0.375268364,49.87,0
0.634684249,20.20880267,0.112,0.032005969,-0.673661076,0.490131711,27.27,0
0.501476997,20.5718533,0.0674,0.05187865,-0.64986085,0.242655012,30.58,0
0.068310417,20.58350214,0.1187,0.111056226,-0.632636764,0.380343512,52.5,0
0.042896615,20.03442823,0.1039,0.024355732,-0.593975962,0.638924541,52.29,1
0.05264031,21.86492839,0.1337,0.030484036,-0.592011661,0.448451148,37.56,0
0.088086891,20.24541167,0.1623,0.10131982,-0.579351319,0.211571028,45.38,0
0.295880203,22.07105241,0.2342,0.005124858,-0.537640418,0.223572934,40.9,1
0.190728207,19.46521762,0.1685,0.102028881,-0.512670541,0.282113396,36.08,0
0.257361259,18.74807498,0.1369,0.00435639,-0.479413266,0.381628908,39.76,0
0.074185867,19.14822071,0.3531,0.042991665,-0.476164854,0.285055948,21.86,0
0.254940709,20.30678627,0.1517,0.038957455,-0.46206155,0.371938398,27.27,0
0.08173224,21.2901707,0.1568,0.038570941,-0.461984021,0.650364933,42.57,0
0.147519326,20.0699651,0.4337,0.014662569,-0.454994145,0.408204114,48.77,0
0.056316721,20.57639243,0.2439,0.073574918,-0.452460823,0.272638549,52.64,0
0.130169211,20.18564796,0.1772,0.041322022,-0.448326543,0.571938358,24.09,0
0.096421321,20.42817493,0.2554,0.050458112,-0.444744774,0.213924136,28.7,0
0.292691009,20.83600604,0.3668,0.077584136,-0.437733038,0.149051377,25.5,0
0.058177477,19.57386752,0.6248,0.054347883,-0.434591944,0.484751763,29.59,0
0.304057498,20.32120962,0.1657,0.056303176,-0.429560977,0.34046721,30.8,0
0.087172482,20.68161933,0.0824,0.036496418,-0.427914719,0.458787716,32.48,1
0.009249134,19.75043189,0.1746,0.061682268,-0.389253449,0.035010084,66.1,0
0.051249806,20.86482509,0.3149,0.05218328,-0.38891439,0.28367001,51.78,0
0.297857318,19.52191069,0.23,0.046474317,-0.388688449,0.624262678,26.1,0
0.539005927,20.93409163,0.2644,0.004930342,-0.375526395,0.373609505,50.41,0
0.033161822,20.94072226,0.2657,0.019497784,-0.355790207,0.155649368,58.83,0
0.023527106,20.07082309,2.3959,0.070585969,-0.344679574,0.139472152,53.21,0
0.023551128,20.1652559,0.49,0.032780145,-0.343752981,0.131572752,58.38,0
0.030638844,20.51378879,0.2568,0.084377891,-0.340930489,0.240052598,58.93,0
0.216374585,20.53056092,0.3467,0.009839698,-0.336056835,0.410801824,56.31,0
0.265268714,21.72521949,0.2709,0.041093567,-0.333469897,0.5844994,72.15,0
0.331992211,20.76035504,0.5616,0.058323759,-0.329663531,0.497772496,22.19,0
0.11310223,20.25780631,0.2385,0.045971846,-0.328486211,0.265944242,69.77,0
0.016848424,21.12853875,0.3686,0.015285095,-0.324670386,0.403418105,31.58,0
0.048768247,22.76456474,0.4345,0.000337088,-0.320050223,0.701277601,68.4,0
0.221854752,21.34461211,0.3883,0.002922307,-0.319387009,0.525526945,63.04,0
0.015640409,21.57289382,0.4918,0.032466859,-0.315228257,0.260736093,50.32,0
0.052301768,18.84472492,0.1183,0.011797062,-0.306728909,0.980321752,29.56,0
0.033620694,20.78092074,0.5029,0.002165781,-0.299163898,0.509428767,22.34,1
0.160946386,20.76275808,0.1666,0.044110619,-0.297330425,0.371707645,20.94,0
0.387724477,19.81747627,0.6471,0.002055536,-0.297287536,0.416492962,37.06,0
0.211452865,20.33396995,0.192,0.055258545,-0.296652639,0.238302633,57.29,0
0.123811429,20.63370766,0.3035,0.029433949,-0.286769151,0.514914818,37.68,1
0.24674946,19.07363796,0.2941,0.038856079,-0.28617591,0.413695505,70.6,1
0.112420041,20.25942276,0.2719,0.076523009,-0.279460311,0.240089559,38.34,0
0.187069287,21.79404073,0.0405,0.010452066,-0.279321786,0.511594091,58.47,0
0.187437318,19.14750726,0.0263,0.042755254,-0.275740242,0.298397433,28.97,0
0.095388523,19.96855456,0.1397,0.064114464,-0.275469275,0.384481841,59.95,0
0.062600354,20.29906911,0.2171,0.040272537,-0.271879312,0.32898149,41.78,0
0.037108268,20.85796074,0.4133,0.021330363,-0.266093199,0.408222223,54.12,0
0.088365301,20.06405283,0.4258,0.043459508,-0.266057042,0.313478247,36.12,0
0.165051319,20.46039432,0.1825,0.054339998,-0.264749072,0.67108401,74.69,0
0.053724007,20.66437446,0.272,0.015095394,-0.235342606,0.411661663,74.32,1
0.371602489,20.37899638,0.7534,0.01093816,-0.233457822,0.608752339,38.93,0
0.173516305,20.58458293,0.2024,0.069753678,-0.230433779,0.477135706,26.85,0
0.02466378,20.27188947,0.4258,0.050166608,-0.230398453,0.494398392,88.58,0
0.053343604,20.48106203,0.4219,0.013979315,-0.22391263,0.671813591,41.09,0
0.209102723,20.15687265,0.2527,0.005880489,-0.221039694,0.352674473,30.95,1
0.102359414,19.85211953,0.3664,0.044236129,-0.219636489,0.379192047,46.36,0
0.016779866,21.40389457,0.9026,0.003495417,-0.21192128,0.461200752,42.39,0
0.071223177,20.63089799,0.921,0.027995655,-0.208493356,0.359947497,36.37,0
0.107157543,19.86320064,0.2909,0.00353383,-0.207800083,0.641922214,21.98,0
0.42314929,19.54621746,0.8391,0.040828347,-0.20494727,0.330030553,60.1,0
0.063926338,19.34915034,0.4894,0.162636061,-0.204386568,0.317522061,25.81,0
0.317701076,20.88331712,0.2926,0.049852119,-0.203185508,0.211795677,24.37,0
0.093858512,21.05958923,0.5911,0.03505497,-0.202212385,0.531182187,29.93,0
0.010406968,20.51344152,0.8873,0.050561019,-0.201960096,0.458154954,9.92,0
0.04186054,20.99710001,0.9196,0.02942563,-0.200206501,0.466808271,56.38,1
0.014397892,20.25300222,1.2848,0.042072868,-0.199926616,0.449588956,37,0
0.047715034,20.49381827,0.293,0.034628546,-0.193575072,0.544763696,64.04,0
0.045406545,19.79159521,0.5339,0.038421356,-0.193093356,0.544705069,41.63,0
0.129304087,19.50102367,0.3268,0.01989134,-0.19238946,0.690486133,29.81,0
0.252331847,20.21276784,0.1582,0.003569154,-0.192252132,0.094297179,33.2,0
0.081343632,20.76043839,0.4767,0.039023326,-0.187324071,0.463203351,50.3,0
0.056596909,20.52717893,0.3404,0.040318227,-0.185385093,0.281600067,52.24,0
0.087325953,20.29810859,0.445,0.037459796,-0.183265259,0.616024494,54.73,0
0.133254004,20.34364548,0.1979,0.017987986,-0.182500748,0.387008063,42.38,0
0.128192989,20.1117254,0.7312,0.00721005,-0.181091023,0.324366066,35.35,1
0.168202249,20.63715389,0.2346,0.019777179,-0.17920336,0.76602737,51.12,0
0.014428423,21.42680492,0.4889,0.014754013,-0.175442046,0.40502161,70.18,1
0.046790192,21.58133241,0.2782,0.05285656,-0.173070145,0.156876244,22.75,0
0.090010094,20.04153419,0.5386,0.085453724,-0.171193059,0.638485099,38.1,0
0.176664857,21.93097134,0.1281,0.006985149,-0.168426634,0.710622175,54.42,0
0.323761037,19.21168445,0.1957,0.060344929,-0.168261169,0.274857003,27.71,0
0.005363736,21.39844917,0.1166,0.044355449,-0.167998707,0.269635601,78.63,0
0.243836063,20.39826431,0.4395,0.002721931,-0.165908169,0.542076967,31.01,0
0.089564578,19.07483656,0.4461,0.030323695,-0.159842514,0.535024634,55,0
0.142151341,20.46300092,0.2676,0.030703617,-0.158746527,0.021103714,45.67,0
0.007367613,19.51487986,0.334,0.046039196,-0.157529294,0.260396061,70.83,0
0.028403075,20.62595582,1.622,0.034864424,-0.156252196,0.580778894,75,0
0.303095306,20.71623724,0.2224,0.039903178,-0.155576951,0.671682941,35.97,1
0.011910615,21.07268814,0.5542,0.004785709,-0.155554019,0.647931343,74.44,1
0.04726274,22.0786054,0.3077,0.027439203,-0.151049965,0.130154229,75,0
0.334599029,19.41434083,0.2361,0.005287963,-0.145406942,0.480428688,43.25,0
0.036263096,21.77895159,0.4968,0.0188752,-0.14292614,0.761334088,54.2,0
0.318560393,20.6589922,0.563,0.101878681,-0.141554776,0.144957115,28,1
0.124017966,19.5939455,0.5472,0.040362892,-0.139695441,0.324440228,40.21,0
0.236340641,21.7518517,0.4976,0.001422842,-0.138413678,0.438434834,49.52,0
0.115671757,21.61111447,0.2165,0.05258932,-0.136766352,0.537122226,14.03,1
0.113530422,19.71918019,0.2543,0.006728227,-0.135175275,0.601645344,42.52,0
0.025703019,19.77147462,0.8065,0.042146083,-0.133821761,0.354117229,53.66,0
0.089753076,20.74965936,0.6195,0.07518768,-0.132537146,0.136397692,75,0
0.104152607,23.52704304,0.6116,0.031824201,-0.129927972,0.216976156,53.62,0
0.288041833,20.48347161,0.2999,0.001361528,-0.129831933,0.787430697,49.24,0
0.008272293,20.00063515,0.2132,0.092149024,-0.129069265,0.102203112,63.65,0
0.040259232,20.50755494,0.4393,0.062183643,-0.126225014,0.359254372,39.4,1
0.017037523,22.34394118,1.4756,0.040293476,-0.117500951,0.611925466,72.07,0
0.123043739,20.45729439,0.5805,0.060924532,-0.116098926,0.167548618,32.07,0
0.100062914,21.47826635,0.2874,0.009075036,-0.11475296,0.557402355,19.29,0
0.047421534,20.13007309,0.4553,0.063986928,-0.114208209,0.254374961,48.11,0
0.107687852,20.30129383,0.4374,0.095915067,-0.112496568,0.084914786,75,0
0.020377887,21.60544832,0.2219,0.061744024,-0.112409622,0.584655316,52.6,0
0.099476111,20.70732646,0.1501,0.069610632,-0.11229664,0.309121932,67.91,0
0.005470357,20.94760074,0.8154,0.130632986,-0.11228021,0.247970237,57.9,0
0.043329061,20.77664968,0.097,0.001235251,-0.111396544,0.750151242,38.56,1
0.171294511,19.94442977,0.3326,0.057350074,-0.10939962,0.51792817,22.77,0
0.111456946,21.20934632,0.2849,0.008065329,-0.109001631,0.599589369,52.92,0
0.237726479,20.25669458,0.2276,0.055050523,-0.105715923,0.200704593,70.53,0
0.153912049,21.92412595,0.4374,0.008295085,-0.100884006,0.529107267,57.76,0
0.058575018,20.46282314,0.9671,0.033398697,-0.09922634,0.478502682,35,0
0.044627154,20.75967512,0.5284,0.010158691,-0.098211761,0.616580431,66.56,0
0.096726522,21.55704602,0.4235,0.049375206,-0.097578857,0.504144821,71.43,0
0.052749409,20.46966755,0.1505,0.020295833,-0.094629129,0.523988364,11.34,0
0.069472031,20.17625455,0.2255,0.015395114,-0.094359947,0.14922025,74.05,0
0.012201236,20.53319198,0.2733,0.067884066,-0.094047407,0.367797067,75,0
0.013446288,21.32337139,0.1017,8.17E-05,-0.093930015,0.15504815,40.48,0
0.073683352,20.83707789,0.4051,0.059334538,-0.09355453,0.105550969,36.14,0
0.186453211,20.00212685,0.2155,0.013251696,-0.092522177,0.307396662,54.34,0
0.252452922,20.82379157,0.5498,0.004059238,-0.09203789,0.440887953,24.6,0
0.010273337,20.68904763,0.3766,0.060699999,-0.091535836,0.444801428,75,0
0.07103709,21.73848504,0.9212,0.005576466,-0.091242316,0.508603216,27.1,1
0.322244984,21.56050488,0.5209,0.050994295,-0.090571102,0.247288326,41.7,0
0.130497521,19.56587075,0.7225,0.070713327,-0.089923216,0.352084369,51.9,0
0.012295918,19.72998696,0.3877,0.059347856,-0.089419022,0.3612588,36.36,0
0.037556745,20.63861747,0.0691,0.036816996,-0.089011834,0.403142472,40.14,0
0.016956018,21.10154588,0.2787,0.081983622,-0.087345491,0.387514229,37.44,0
0.116286872,20.67628408,0.4824,0.112063997,-0.082534762,0.338559785,70,0
0.111562596,21.00700641,1.3809,0.024690242,-0.082004681,0.431847425,33.17,0
0.003763949,22.71864878,0.3319,0.07204192,-0.081575401,0.48321519,84.99,0
0.024155398,20.85895614,0.6345,0.002186191,-0.078110444,0.381328572,63.47,0
0.077056172,22.1755503,0.2247,0.046346489,-0.077566215,0.377911701,48.03,0
0.381946478,19.28003148,0.3875,0.079639498,-0.077384264,0.582730258,28.37,1
0.081145051,21.56917968,0.3249,0.002666034,-0.077102601,0.499525286,48.89,0
0.188479865,21.42348994,0.0768,0.004592169,-0.076113822,0.288404164,19.3,0
0.132956639,20.28916619,0.3439,0.05976942,-0.073948538,0.256653237,40.98,0
0.197880076,20.22077829,0.3674,0.000828561,-0.073063712,0.44776747,47.28,0
0.063735293,20.779971,0.3539,0.046674944,-0.072415325,0.24888778,51.51,0
0.040508785,21.60063641,0.5752,0.030858488,-0.071832379,0.671257802,62.12,0
0.097357264,19.9080417,0.3459,0.042140544,-0.070750415,0.494363905,27.3,0
0.095389455,20.75437068,0.4995,0.011760966,-0.070223532,0.462454186,42.22,0
0.292107148,20.94837503,0.1756,0.003370493,-0.069487793,0.333489848,16.01,1
0.051196459,21.22652284,1.4155,0.034514678,-0.06895743,0.560827988,35.9,0
0.028468134,21.12357897,0.4031,0.046117648,-0.064061331,0.50465324,36.01,0
0.045965952,19.53886389,1.514,0.058627729,-0.063422554,0.42391384,44.86,0
0.054267671,22.78110052,0.5198,0.099739579,-0.0608579,0.197297635,64.23,0
0.006832478,20.92997687,0.1961,0.138371845,-0.060152468,0.150128841,75,0
0.153955417,20.75536995,0.2948,0.043770264,-0.057727118,0.270882551,51.74,0
0.058193942,21.01551544,0.3424,0.149439952,-0.056248124,0.300421977,75,0
0.083109089,20.38952741,0.3821,0.068717666,-0.054129628,0.415549362,20.91,0
0.034319587,21.19456581,0.1817,0.00424811,-0.054087839,0.431947456,46.31,0
0.08314208,20.93298591,0.2549,0.024503886,-0.053210518,0.643348642,19.03,0
0.037135273,21.43869404,0.2133,0.010821757,-0.052488543,0.552778677,63.97,0
0.065149916,21.84962156,0.1744,0.060589764,-0.050986899,0.461437541,54.35,0
0.116960156,19.03313853,0.2158,0.057308222,-0.050589491,0.102368817,66,0
0.049786988,21.0882718,0.1958,0.092960695,-0.050402903,0.333961522,30.61,0
0.165126905,21.81519961,0.5576,0.010464232,-0.049924635,0.553359948,29.75,0
3.62E-05,21.68110529,0.3334,0.063218937,-0.049152807,0.189122389,81.82,0
0.025944375,19.86174192,0.6034,0.059703949,-0.047257823,0.335127584,60,0
0.058155112,21.7090491,0.24,0.068052619,-0.046481071,0.135647276,60.54,0
0.038450124,20.54087339,0.6417,0.049461537,-0.045816469,0.49343396,22.35,0
0.013178824,21.065975,0.3563,0.087655043,-0.045587832,0.15218861,58.88,0
0.066192686,20.78894855,0.7122,0.011991615,-0.045112348,0.521786251,25.65,0
0.071237339,19.92373487,0.2089,0.052479687,-0.044046943,0.393288533,44.37,0
0.108428631,19.66132761,0.2332,0.0450155,-0.043999436,0.314505643,38.84,0
0.059094081,20.91704012,0.4444,0.047646294,-0.043142189,0.416910874,54.55,0
0.007947608,20.55765502,0.3423,0.083320945,-0.039674366,0.124301044,40.32,0
0.077355625,20.91251109,0.6009,0.029669021,-0.038287872,0.407135293,51.92,0
0.08188164,21.28350202,0.4331,0.053989234,-0.037734604,0.445977643,18.06,0
0.035004943,20.36750541,0.7287,0.079239324,-0.036442702,0.285264923,66.67,0
0.1284149,19.54926541,0.6604,0.060515901,-0.036394211,0.266549648,71.08,0
0.023799563,20.76392133,0.5636,0.020444441,-0.033631042,0.679328984,18.02,0
0.083126098,22.81790081,0.8061,0.039119462,-0.033222146,0.516349113,66.75,0
0.038637032,21.45447113,0.6432,0.050404468,-0.032391065,0.493353718,72.5,0
0.260753652,21.65777403,0.5211,0.026884406,-0.030691355,0.448367048,33.08,0
0.009898347,21.41938916,0.2482,0.058896496,-0.02991863,0.429874715,67.94,0
0.019667414,19.43165909,0.2429,0.084171839,-0.029219179,0.354814489,35.9,0
0.009078891,21.08346357,1.1407,0.051940844,-0.029130239,0.337867104,50.36,0
0.032249344,20.26416378,0.5896,0.064051411,-0.028019597,0.199860246,59.27,0
0.254727619,21.05459856,0.4037,0.073336878,-0.026677772,0.380072143,62.96,0
0.214426195,21.90452072,0.3416,0.047644126,-0.02426087,0.554582812,29.8,1
0.05741764,21.04843704,0.6868,0.04595191,-0.023845512,0.356385819,50.89,0
0.015405667,22.19586646,0.9152,0.086337913,-0.023688091,0.419724958,82.09,0
0.193103398,20.08450674,0.3815,0.073288929,-0.020730352,0.289348362,34.8,0
0.13839535,19.97123463,0.2846,0.040156098,-0.020688256,0.383218285,29.76,0
0.078509285,20.42279142,0.918,0.067467919,-0.019580464,0.222682229,61.59,0
0.101933741,20.19453261,0.6613,0.029592848,-0.019144263,0.520746747,24.62,0
0.036347448,19.73712126,0.5727,0.109033605,-0.017333558,0.379647405,54.1,0
0.012916496,21.66259586,1.4487,0.037063203,-0.012864718,0.574312149,36.33,0
0.157176434,20.1657892,1.0144,0.236133168,-0.012099666,0.220862729,63.2,0
0.04736538,21.27308028,0.1932,0.072193949,-0.009935558,0.330997769,21.61,0
0.007021682,20.65562051,0.2839,0.0478573,-0.009331609,0.539452701,64.21,0
0.240669027,21.54465411,0.2857,0.057971008,-0.008438272,0.513503759,27.55,0
0.011717914,21.19494195,0.7713,0.081733504,-0.008417666,0.334685253,74.8,0
0.018127633,21.86926271,0.7494,0.012067099,-0.004014556,0.492809003,51.44,0
0.036441714,21.89308882,0.7848,0.083286852,-0.002844169,0.43262856,63.41,0
0.048127015,19.91048001,0.1678,0.056928202,-0.002795923,0.235706646,36.87,0
0.027878281,20.85930189,0.4073,0.06109364,-0.002498471,0.441824477,45.52,0
0.046180616,19.8495552,0.3742,0.101488597,-0.000958662,0.208158949,66.79,0
0.150118927,21.11195958,0.3052,0.01205288,-0.000516293,0.345247391,35.84,0
0.084989058,20.59054646,0.2719,0.056836364,0.002045243,0.378534487,44.61,0
0.12246476,20.66688376,0.3106,0.068159861,0.002363712,0.157524568,38.74,0
0.24193859,21.12698845,0.1467,0.045150684,0.003720496,0.061964996,49.02,0
0.053252254,20.87596984,0.3947,0.041930637,0.004100873,0.11553438,62.5,0
0.132513306,21.64709493,0.4934,0.066920811,0.005413414,0.493674003,66.67,0
0.06599332,20.29829599,1.4241,0.061048373,0.005605935,0.518540655,51.79,0
0.085214631,20.79495936,0.2582,0.039183639,0.005811309,0.395460607,40.16,0
